7;122,99999999999999;111,2;119,0;118,39999999999999;117,0;114,0;122,6;120,79999999999998;118,8;119,4
7;114,79999999999998;113,39999999999999;110,2;115,19999999999999;122,8;124,0;121,80000000000001;121,0;122,19999999999999;121,2
7;124,8;110,6;109,60000000000001;121,6;113,0;119,80000000000001;124,60000000000001;117,4;123,0;116,2
7;110,4;109,19999999999999;116,0;118,0;123,4;116,80000000000001;119,6;126,19999999999999;126,4;115,80000000000001
7;119,60000000000001;112,20000000000002;124,39999999999999;111,39999999999999;113,39999999999998;128,8;129,79999999999998;117,2;118,6;117,4
7;106,19999999999999;123,6;115,0;110,79999999999998;119,6;120,19999999999999;132,4;123,19999999999999;126,4;134,8
7;122,6;112,8;115,4;121,0;122,8;117,4;110,0;115,8;124,8;120,2
7;124,4;118,0;120,4;116,0;115,8;118,00000000000001;121,8;129,0;122,6;121,0
7;120,4;117,19999999999999;111,00000000000001;118,80000000000001;113,6;117,4;108,6;115,4;122,19999999999999;118,19999999999999
7;113,6;112,2;119,19999999999999;109,0;117,4;115,79999999999998;118,6;115,80000000000001;123,0;123,2
